Sl.no,Designation,Company,Experience,Location,More location,Working type,Category,Count of jobs
244,Staff Data Scientist,Walmart Global Tech India,8 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
245,Research Data Scientist,SoftSensor.ai,0 to 4 Yrs, Haryana,Not Available,Regular,Data Scientist,1
246,Data Scientist,Lera Technologies,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
247,Sr. Data Scientist,Recruitment Smart,4 to 8 Yrs, Gujarat,Ahmedabad,Regular,Data Scientist,1
248,Qatar - Onsite - Senior Data Scientist,K20s - Kinetic Technologies Private...,5 to 9 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
249,AI Data Scientist,Biz4Group,2 to 4 Yrs,Jaipur, Rajasthan,Regular,Data Scientist,1
250,Statistical Data Scientist,Pfizer,2 to 6 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
251,Senior Data Scientist,Data Axle,5 to 9 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
252,Lead Data Scientist,s,9 to 13 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
253,Data Scientist & Sr. Data Scientist,Srivango Technologies,5 to 9 Yrs, Tamil Nadu,Coimbatore,Regular,Data Scientist,1
254,Data Scientist Architect,Capital Numbers,7 to 11 Yrs,All India,Not Available,Regular,Data Scientist,1
255,Data Scientist  Machine Learning,RPA Infotech,2 to 6 Yrs, Haryana,Not Available,Regular,Data Scientist,1
256,"Senior Associate, Senior Statistical Data Scientist",Pfizer,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
257,Senior Data Scientist,Datadivr,3 to 6 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
258,Sr. Data Scientist,VMock Inc,5 to 9 Yrs, Haryana,Not Available,Regular,Data Scientist,1
259,Lead/SSE Data Scientist,WalkingTree Technologies,6 to 10 Yrs,Agra, Uttar Pradesh,Regular,Data Scientist,1
260,Senior Analyst / Data Scientist,Tiger Analytics,2 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
261,Senior Data Scientist - Onsite,Kamlax Global Technologies,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
262,Senior Data Scientist - Python/Machine Learning,Response Informatics,6 to 8 Yrs,All India,Not Available,Regular,Data Scientist,1
263,"Scientist, Data Platform Optimization",AXA XL,5 to 9 Yrs, Haryana,Not Available,Regular,Data Scientist,1
264,"Senior Data Scientist, SCM",Neem Consulting,4 to 8 Yrs,All India,Not Available,Regular,Data Scientist,1
265,"Scientist, Data Science",XPO,2 to 5 Yrs,All India,Not Available,Regular,Data Scientist,1
266,Senior Data Scientist,OptimHire,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
267,Data Scientist,ValueLabs,5 to 9 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
268,"Knowledge Graph, Data Scientist",Mango Sciences,3 to 5 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
269,Data Scientist - R/Python/SQL,Servilint Technologies,4 to 8 Yrs, Maharashtra,Thane,Regular,Data Scientist,1
270,Lead Data Scientist,Freshworks,7 to 11 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
271,Data Scientist 11AASS,Expertia AI,1 to 2 Yrs,All India,Not Available,Regular,Data Scientist,1
272,Senior Data Scientist,Chegg India,5 to 7 Yrs,Delhi,Not Available,Regular,Data Scientist,1
273,Designation Data Scientist,Sybrant Data,2 to 4 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
274,Data Scientist - Python/R,WorkiFicient,3 to 6 Yrs,All India,Not Available,Regular,Data Scientist,1
275,Senior Data Scientist,NeoStats,7 to 11 Yrs,Bangalore, Karnataka,Regular,Data Scientist,1
276,Data Scientist - Life Sciences,Greymatter Innovationz,5 to 9 Yrs,All India,Not Available,Regular,Data Scientist,1
277,Data Scientist,Arya.ag,2 to 6 Yrs,Noida, Uttar Pradesh,Regular,Data Scientist,1
278,Freelance - Data Scientist,ThreatXIntel,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
279,Lead Data Scientist,Aereo,7 to 10 Yrs,Bangalore, Karnataka,Regular,Data Scientist,1
280,Data Scientist Intern,SatSure Analytics India,0 to 4 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
281,Data Scientist,Client,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
282,Lead Data Scientist - AI & ML,Orion Innovation,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
283,Data Scientist II,General Mills,7 to 9 Yrs,All India,Not Available,Regular,Data Scientist,1
284,Senior Data Scientist,Impetus Technologies,5 to 9 Yrs,Indore, Madhya Pradesh,Regular,Data Scientist,1
285,Senior Data Scientist,Hansa Cequity,8 to 15 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
286,BCG X Lead Data Scientist,Boston Consulting Group,9 to 13 Yrs,Delhi,Not Available,Regular,Data Scientist,1
287,Data Scientist,SrinSoft,3 to 5 Yrs,All India,Not Available,Regular,Data Scientist,1
288,Data Scientist,Quess IT Staffing,5 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
289,Senior Data Scientist,Oportun,3 to 5 Yrs,All India,Not Available,Regular,Data Scientist,1
290,Lead Data Scientist,Yitro Global,7 to 11 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
291,Data Scientist - Python/ Machine Learning,Sanfoundry,2 to 3 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
292,Data Scientist,Mastercard,5 to 9 Yrs, Haryana,Not Available,Regular,Data Scientist,1
293,Data Engineer / Scientist,Black & White Business Solutions,7 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
294,Software engineer (Data Scientist),Amdocs,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
295,Lead Data Scientist,Cyient,4 to 6 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
296,Python-Data-Scientist,Turing,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
297,Lead Data Scientist,Yitro Global,7 to 11 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
298,Data Scientist - Python/ Machine Learning,Sanfoundry,2 to 3 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
299,Data Engineer / Scientist,Black & White Business Solutions,7 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
300,Software engineer (Data Scientist),Amdocs,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
301,Data Scientist,Amnet Digital,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
302,Python-Data-Scientist,Turing,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
303,Lead Data Scientist,Data Knobs,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
304,Data Scientist,Cyient,2 to 6 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
305,Principal Data Scientist,Pfizer,2 to 8 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
306,Data Scientist,PGP Glass Pvt. Ltd.,3 to 7 Yrs, Gujarat,Vadodara,Regular,Data Scientist,1
307,Data Scientist,Havoc Consultants,4 to 8 Yrs, Gujarat,Ahmedabad,Regular,Data Scientist,1
308,Lead Data Scientist - Customer Success,"Salesforce, Inc.",4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
309,Data Scientist 6+ yrs of experience,Zenith System Solutions,6 to 10 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
310,Master Data Scientist,DATAECONOMY,13 to 15 Yrs, Telangana,Not Available,Regular,Data Scientist,1
311,Senior Data Scientist,Rapido,4 to 6 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
312,Senior Data Scientist,TCNS Clothing Company Ltd,2 to 4 Yrs,Delhi,Not Available,Regular,Data Scientist,1
313,Senior Data Scientist,Prizmato Solutions,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
314,Lead Applied Data Scientist,Tesco Bengaluru,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
315,Data Scientist,HTC Global Services,5 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
316,Principal Engineer Data Scientist REF17551N AllClientLo ...,A Leading Firm,13 to 15 Yrs,Gautam Buddha Nagar, Uttar Pradesh,Regular,Data Scientist,1
317,NLP data scientist,NLP People,5 to 8 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
318,Senior Data Scientist,Skyleaf Consultants LLP,7 to 9 Yrs,Kolkata, West Bengal,Regular,Data Scientist,1
319,Interesting  Opportunity Healthians - Data Scientist .. ...,Expedient Healthcare Marketing Pvt....,2 to 6 Yrs, Haryana,Not Available,Regular,Data Scientist,1
320,Data Scientist 6+ yrs of experience,Zenith System Solutions,6 to 10 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
321,Phd Data Scientist,Bosch Group,2 to 5 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
322,Interesting  Opportunity Tvarit - Senior Data Scientist ...,TVARIT,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
323,Master Data Scientist,DATAECONOMY,13 to 15 Yrs, Telangana,Not Available,Regular,Data Scientist,1
324,Data Scientist,Galgo,1 to 5 Yrs,All India,Not Available,Regular,Data Scientist,1
325,Senior Data Scientist,Techvantage Analytics,4 to 8 Yrs, Kerala,Thiruvananthapuram,Regular,Data Scientist,1
326,Data Scientist Trainer,Dollop Infotech Pvt Ltd,1 to 5 Yrs,Indore, Madhya Pradesh,Regular,Data Scientist,1
327,Lead Applied Data Scientist,Tesco Bengaluru,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
328,Data Scientist  Member of Technical Staff,CareerXperts,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
329,Data Scientist - NLP,Change Leader,5 to 7 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
330,Data Scientist,HTC Global Services,5 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
331,Data Scientist,Colruyt IT Consultancy India,7 to 12 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
332,Software Engineer-Data Scientist,Amdocs,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
333,Data Scientist,AMNEX INFOTECHNOLOGIES,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Data Scientist,1
334,Data Scientist,Adobe,5 to 9 Yrs,Noida, Uttar Pradesh,Regular,Data Scientist,1
335,Data Scientist,Oracle,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
336,Data Scientist,Alpha ICT,4 to 8 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
337,Data Scientist,AMNEX INFOTECHNOLOGIES,3 to 7 Yrs, Gujarat,Ahmedabad,Regular,Data Scientist,1
338,Data Scientist,Adobe,5 to 9 Yrs,Noida, Uttar Pradesh,Regular,Data Scientist,1
339,Data Scientist,Oracle,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
340,Data Scientist,People Staffing Solutions,4 to 9 Yrs,Gurugram,"Mumbai City, Bangalore, Noida, Chennai, Hyderabad, Pune, Delhi",Regular,Data Scientist,1
341,Data Scientist,Alpha ICT,4 to 8 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
342,Sr. Data Scientist,Ormae,3 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
343,Senior Data Scientist (NLP),Hypersonix Inc.,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
344,Data Scientist,Nissan,3 to 5 Yrs, Kerala,Thiruvananthapuram,Regular,Data Scientist,1
345,Senior Data Scientist,Course5i,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
346,Collegedunia.com - Senior Data Scientist,Collegedunia,2 to 3 Yrs, Haryana,Not Available,Regular,Data Scientist,1
347,Data Scientist,StockHolding,3 to 7 Yrs, Maharashtra,Navi Mumbai,Regular,Data Scientist,1
348,Sr Data Scientist,Providence India,2 to 5 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
349,Data Scientist - Credit Risk,PayU,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
350,Data Scientist,Scienaptic Systems,2 to 6 Yrs,All India,Not Available,Regular,Data Scientist,1
351,Data Scientist,Tecblic,7 to 11 Yrs, Gujarat,Ahmedabad,Regular,Data Scientist,1
352,Senior Data Scientist,Klarin Technologies,4 to 8 Yrs, Tamil Nadu,Coimbatore,Regular,Data Scientist,1
353,Data Scientist,Virtue Sources,5 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
354,Data Scientist,Niyo Solutions Inc.,2 to 3 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
355,Data Scientist,Mapmygenome,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
356,Senior Data Scientist,InspironLabs,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
357,Sr. Data Scientist,Idea Clan,5 to 9 Yrs,Panchkula, Haryana,Regular,Data Scientist,1
358,Data Scientist,AIEnterprise,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
359,Data Scientist (4+ Years),Varun Digital Media,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
360,Data Scientist,BSRI Solutions,4 to 10 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
361,Data Scientist 3,Hewlett Packard Careers,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
362,Data Scientist,Digitori Labs,2 to 6 Yrs,All India,Not Available,Regular,Data Scientist,1
363,Data Scientist (Generative AI),Astria Digital,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
364,Data Scientist,Intellect Design Arena Ltd,2 to 7 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
365,Data Scientist  Machine Learning techniques,Visionyle Solutions,6 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
366,Senior Data Scientist,Ensono,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
367,Data Scientist,Lotus Interworks,1 to 5 Yrs,All India,Not Available,Regular,Data Scientist,1
368,Data Scientist II,MiQ,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
369,Data Scientist (ML/AI),GFL RECRUITMENT PRIVATE LIMITED,0 to 1 Yr,Pune,Not Available,Regular,Data Scientist,1
370,Senior Data Scientist - Demand Forecasting,Hypersonix Inc.,3 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
371,Data Scientist,WeRecruit Talent,0 to 4 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
372,"Director, Data Scientist",Mastercard,10 to 14 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
373,Data Scientist - AI/ Azure Open AI/ LLM,Changeleaders.in,5 to 7 Yrs,All India,Not Available,Regular,Data Scientist,1
374,Senior Data Scientist,Deliveroo,5 to 9 Yrs,All India,Not Available,Regular,Data Scientist,1
375,Senior Data Scientist,Response Informatics,5 to 9 Yrs,All India,Not Available,Regular,Data Scientist,1
376,Data Scientist,CareerXperts Consulting,0 to 4 Yrs,All India,Not Available,Regular,Data Scientist,1
377,Principal Data Scientists,TVS Motor,9 to 15 Yrs,All India,Not Available,Regular,Data Scientist,1
378,Data Scientist - Azure/Artificial Intelligence,DigiMoksha Solutions,7 to 11 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
379,Data Scientist,InitiateFirst.,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
380,Interesting  Opportunity Junior Data Scientist - Predic ...,ProPMO Services,2 to 4 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
381,Data Scientist,Square Yards Consulting,2 to 7 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
382,Senior Data Scientist,Mastercard,8 to 12 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
383,Senior Data Scientist (4+ Years),Varun Digital Media,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
384,Lead Data Scientist,Analytics India Magazine,12 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
385,Data Scientist,Artefact,0 to 8 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
386,Data Scientist,Sandvine,8 to 12 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
387,Data Scientist,Blackbuck,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
388,Lead Data Scientist,Epsilon India,8 to 12 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
389,GMS Senior_Data Scientist,EY,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
390,Data Scientist,Vaishnavi Services,5 to 9 Yrs,Bhagalpur,"Dhubri, Chandigarh, Bhillai, Delhi, Ambala, Itanagar, Panaji, Ahmedabad, Anantpur",Regular,Data Scientist,1
391,Data Scientist,DIRAA HR SERVICES,0 to 4 Yrs,Bangalore,"Chennai, Coimbatore",Regular,Data Scientist,1
392,Data Scientist - LLM/NLP/Generative AI,Aliqan Services,12 to 16 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
393,Data Scientist - Research - L05,Acuity Knowledge Partners,6 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
394,SENIOR DATA SCIENTIST ( DEEP LEARNING/ NLP),Augusta Infotech,5 to 9 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
395,Data Scientist (4+ Years and Python AND NLP),Mobile Programming LLC,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
396,Data Scientist (SE2 / SSE),ALLEN Digital,2 to 9 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
397,Lead Data Scientist,EPAM Systems,9 to 13 Yrs,All India,Not Available,Regular,Data Scientist,1
398,Senior Data Scientist / Machine Learning Engineer,Databricks,6 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
399,Data Scientist,Pranathi Software Services Pvt. Ltd,4 to 7 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
400,Data Scientist,Anika Technologies,9 to 13 Yrs,All India,Not Available,Regular,Data Scientist,1
401,Senior Engineer - AI/ML/Data Scientist,Fission Labs,4 to 10 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
402,Senior Data Scientist,Decision Point Analytics,5 to 9 Yrs, Haryana,Not Available,Regular,Data Scientist,1
403,Staff Engineer Data Scientist REF17551N All Client Loc,Sampoorna Computer People,5 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
404,Interesting  Opportunity Valiance Solutions - Data Scie ...,Valiance Solutions,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
405,Sr. Data Scientist,AdvaRisk,4 to 6 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
406,Data Scientist,Prescience Decision Solutions,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
407,Senior Data Scientist,EPAM Systems,6 to 10 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
408,Data Scientist 3,Ninjacart,6 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
409,Data Scientist,Ninjacart,6 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
410,Ovington Capital Partners - Data Scientist,Ovington Capital Partners,3 to 7 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
411,Senior Data Scientist,Cognizant Technology Solutions,5 to 9 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
412,"Service Readiness Data Scientist, Senior Associate",Alight Solutions,2 to 3 Yrs,All India,Not Available,Regular,Data Scientist,1
413,EY - GDS Consulting - D&A - Data Scientist - Senior,EY,4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
414,Data Scientist - Image Processing,Philips,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
415,Data Scientist,CRISIL Limited,2 to 5 Yrs, Maharashtra,Not Available,Regular,Data Scientist,1
416,Interesting  Opportunity Raptor Supplies - Senior Data  ...,Raptor Supplies Limited,5 to 9 Yrs,Delhi,Not Available,Regular,Data Scientist,1
417,Data Scientist,"Systech Solutions, Inc",0 to 4 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
418,Senior Data Scientist,LEAPS by Analyttica,6 to 8 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
419,Data Scientist (5+ Years Exp),Tecblic,7 to 11 Yrs, Gujarat,Ahmedabad,Regular,Data Scientist,1
420,Data Scientist  Mumbai,Morpheus Human Consulting Pvt Ltd,2 to 7 Yrs,Mumbai City,Not Available,Regular,Data Scientist,1
421,Senior Data Scientist (AWS),Geeks Invention LLC,5 to 9 Yrs,All India,Not Available,Regular,Data Scientist,1
422,Data Scientist - SQL/Python,Response Informatics,6 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
423,Lead Data Scientist,General Mills,8 to 12 Yrs,All India,Not Available,Regular,Data Scientist,1
424,Data Scientist II,"RealPage, Inc.",4 to 8 Yrs,Hyderabad, Telangana,Regular,Data Scientist,1
425,Interesting  Opportunity Data Scientist - Statistical.. ...,Confidential Company,5 to 10 Yrs, Karnataka,Not Available,Regular,Data Scientist,1
426,Sr. Data Scientist,Cognizant Technology Solutions,12 to 16 Yrs, Maharashtra,Pune,Regular,Data Scientist,1
427,Data Scientist/ML Engineer,Cognizant Technology Solutions,6 to 10 Yrs,Chennai, Tamil Nadu,Regular,Data Scientist,1
